Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-August-2021,995.30,1012.50,995.30,1001.30,1006.730076053827717123,245747,6069,247400896.00,144573,58.83,17.20,6.00
25-August-2021,1008.10,1013.50,999.00,1006.10,1006.537844937426910791,229172,5700,230670291.00,140788,61.43,14.50,-2.00
24-August-2021,987.00,1008.90,987.00,1005.05,1001.597912458341564126,156931,5038,157181762.00,81843,52.15,21.90,18.05
23-August-2021,985.00,998.40,964.70,988.70,983.165856757731339182,116474,3057,114513260.00,20246,17.38,33.70,3.70
20-August-2021,982.20,991.00,970.70,979.35,979.141283060805453719,147569,4104,144490900.00,75983,51.49,20.30,-2.85
18-August-2021,1005.00,1005.65,986.40,989.40,994.982288171889499607,112072,5063,111509655.00,37415,33.38,19.25,-15.60
17-August-2021,1019.00,1019.00,993.35,1000.50,1000.635152716684220308,161410,4761,161512520.00,73884,45.77,25.65,-18.50
16-August-2021,1033.00,1033.00,1016.25,1018.65,1019.941369264384559359,46682,1659,47612903.00,12419,26.60,16.75,-14.35
13-August-2021,1038.00,1043.65,1021.55,1024.05,1034.007133901705115346,79760,2426,82472409.00,31644,39.67,22.10,-13.95
12-August-2021,1045.00,1047.15,1027.45,1035.30,1034.805444831591173054,107625,2971,111370936.00,38966,36.21,19.70,-9.70
11-August-2021,1030.00,1045.05,1019.40,1041.15,1034.093962160459489709,149209,5669,154296126.00,63379,42.48,25.65,11.15
10-August-2021,1040.10,1054.75,1031.25,1033.70,1047.107447088161531192,281506,4621,294767029.00,160448,57.00,23.50,-6.40
9-August-2021,1037.00,1047.00,1030.05,1042.65,1040.897026213502187971,237206,5984,246907020.00,121240,51.11,16.95,5.65
6-August-2021,999.15,1033.15,999.15,1029.20,1024.272155227558103721,422090,15221,432335034.00,204395,48.42,34.00,30.05
5-August-2021,1007.00,1011.75,986.70,998.15,996.712315285407914451,136156,5997,135708362.00,33430,24.55,25.05,-8.85
4-August-2021,1030.00,1047.70,1017.00,1019.90,1031.934789119721186048,183635,6777,189499345.00,46432,25.28,30.70,-10.10
3-August-2021,989.00,1024.35,988.65,1021.45,1010.146137319575150543,165235,5465,166911497.00,60808,36.80,35.70,32.45
2-August-2021,985.00,996.95,985.00,987.95,992.601472807940355852,87452,2563,86804984.00,21876,25.01,11.95,2.95
30-July-2021,990.00,999.95,979.65,981.00,987.458014022501222892,79729,2978,78729040.00,21461,26.92,20.30,-9.00
29-July-2021,999.00,1003.00,987.05,991.95,995.040625332340742316,84627,2568,84207303.00,17394,20.55,15.95,-7.05
28-July-2021,995.00,1008.80,979.00,992.30,994.973885631556078605,568461,8992,565603850.00,29091,5.12,29.80,-2.70
27-July-2021,989.00,994.00,963.35,975.65,979.085973127548761657,277831,7418,272020435.00,145690,52.44,30.65,-13.35
26-July-2021,989.50,996.50,978.65,981.30,986.828214688943917873,105399,3550,104010707.00,27842,26.42,17.85,-8.20
23-July-2021,993.10,1000.00,977.20,988.70,987.031193082881332185,199852,8833,197260158.00,50578,25.31,22.80,-4.40
22-July-2021,997.00,1005.85,988.20,992.45,995.952202556628685775,218882,7174,217996010.00,79590,36.36,17.65,-4.55
20-July-2021,1012.35,1018.80,980.00,982.10,992.197754402799434689,191753,6240,190256896.00,97635,50.92,38.80,-30.25
19-July-2021,1020.45,1034.40,1005.60,1015.85,1021.260628665415095280,240764,8016,245882794.00,128153,53.23,28.80,-4.60
16-July-2021,1055.00,1057.60,1042.00,1044.55,1047.143783831167408121,45631,1850,47782218.00,12898,28.27,15.60,-10.45
15-July-2021,1057.00,1067.10,1050.20,1055.05,1057.340770526746902720,107433,3643,113593291.00,35961,33.47,16.90,-1.95
14-July-2021,1053.40,1060.20,1048.45,1052.30,1053.420115383332777536,59974,2165,63177818.00,13088,21.82,11.75,-1.10
13-July-2021,1052.50,1059.90,1043.90,1055.65,1053.319309927360774818,66080,2710,69603340.00,21796,32.98,16.00,3.15
12-July-2021,1040.20,1057.75,1040.20,1049.10,1049.981756403962000950,128319,5622,134732609.00,57807,45.05,17.55,8.90
9-July-2021,1043.80,1048.60,1026.50,1040.20,1037.802953020134228187,85675,2990,88913768.00,11778,13.75,22.10,-3.60
8-July-2021,1044.90,1061.00,1036.25,1045.20,1051.543881674659194999,185590,5675,195156029.00,56875,30.65,24.75,0.30
7-July-2021,1029.00,1046.85,1013.10,1044.60,1037.173621233721507632,124858,4108,129499424.00,43667,34.97,33.75,15.60
6-July-2021,1021.00,1034.90,1015.00,1030.00,1029.185762603774014645,87811,3075,90373831.00,31151,35.48,19.90,9.00
5-July-2021,1009.00,1026.10,1003.75,1020.20,1019.238851125236479559,258479,6243,263451839.00,175063,67.73,22.35,11.20
2-July-2021,1014.00,1020.00,1006.00,1009.95,1010.101897071164243166,72691,2324,73425317.00,17507,24.08,14.00,-4.05
1-July-2021,1009.00,1016.75,1000.00,1007.60,1009.570184087363494539,80125,2688,80891811.00,9882,12.33,16.75,-1.40
30-June-2021,1020.00,1027.40,1012.05,1016.15,1021.093427016366084466,105462,3509,107686555.00,30804,29.21,15.35,-3.85
29-June-2021,1008.00,1021.90,999.70,1017.25,1009.337910221172034256,163357,4541,164882413.00,54772,33.53,22.20,9.25
28-June-2021,1020.00,1026.45,1001.25,1007.35,1012.944150017871008294,162274,4570,164374499.00,53793,33.15,25.20,-12.65
25-June-2021,1004.00,1019.50,986.85,1012.70,1009.548388584606514845,260175,9002,262659252.00,135965,52.26,32.65,8.70
24-June-2021,1000.00,1007.55,996.10,1001.55,1001.908528230569336168,84660,3581,84821576.00,35599,42.05,11.45,1.55
23-June-2021,1010.00,1017.35,996.60,999.25,1007.037842181030923233,179218,6776,180479308.00,57632,32.16,20.75,-10.75
22-June-2021,1018.00,1021.30,997.35,1000.35,1012.028731946965511798,202736,8069,205174657.00,76651,37.81,23.95,-17.65
21-June-2021,985.00,1009.70,968.70,1007.80,991.615933907314008185,117774,4205,116786575.00,18573,15.77,41.00,22.80
18-June-2021,993.00,999.75,960.00,994.90,982.902572584383296110,474620,16695,466505219.00,122125,25.73,39.75,1.90
