Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-August-2021,2220.00,2235.15,2210.00,2225.75,2222.278752260397830018,11060,1583,24578403.00,4758,43.02,25.15,5.75
25-August-2021,2225.00,2231.60,2189.00,2214.35,2213.563790365272631021,17001,3025,37632798.00,6503,38.25,42.60,-10.65
24-August-2021,2227.00,2247.00,2200.00,2208.55,2210.436180495497787047,19657,1924,43450544.00,10547,53.66,47.00,-18.45
23-August-2021,2288.00,2294.00,2221.00,2226.15,2254.838516679941467390,53987,7003,121731967.00,31826,58.95,73.00,-61.85
20-August-2021,2230.00,2285.00,2215.00,2267.80,2240.380873428695275249,92280,3500,206742347.00,64790,70.21,70.00,37.80
18-August-2021,2220.50,2237.00,2212.00,2225.00,2236.285250870366577923,122075,3288,272994522.00,109429,89.64,25.00,4.50
17-August-2021,2218.20,2238.60,2197.00,2217.30,2219.304340305804755425,86722,2308,192462511.00,10501,12.11,41.60,-0.90
16-August-2021,2209.00,2229.00,2180.00,2218.20,2213.576701733807411751,27281,3987,60388586.00,11845,43.42,49.00,9.20
13-August-2021,2243.00,2243.00,2203.20,2207.05,2218.565202341242368934,31778,4878,70501565.00,17588,55.35,39.80,-35.95
12-August-2021,2300.00,2300.00,2205.05,2222.00,2230.118845408121466998,36619,4113,81664722.00,11640,31.79,94.95,-78.00
11-August-2021,2240.65,2277.25,2176.45,2255.50,2219.098194921187902385,58557,5870,129943733.00,18062,30.85,100.80,14.85
10-August-2021,2250.00,2250.00,2215.00,2221.50,2229.195957131654613574,11477,1577,25584482.00,4117,35.87,35.00,-28.50
9-August-2021,2227.30,2254.85,2220.15,2231.75,2236.008273009307135470,11604,1634,25946640.00,4068,35.06,34.70,4.45
6-August-2021,2255.00,2259.00,2205.70,2223.20,2228.092183288409703504,64925,7420,144658885.00,38603,59.46,53.30,-31.80
5-August-2021,2284.95,2284.95,2237.05,2251.30,2257.525393816589319563,15299,1731,34537881.00,9395,61.41,47.90,-33.65
4-August-2021,2263.00,2283.25,2251.35,2264.15,2265.061379623326525981,8814,1258,19964251.00,4133,46.89,31.90,1.15
3-August-2021,2263.50,2297.30,2257.55,2262.05,2268.093485307957753842,57378,4828,130138668.00,36056,62.84,39.75,-1.45
2-August-2021,2283.90,2299.05,2256.50,2263.50,2272.403803626713843432,11305,1666,25689525.00,5020,44.41,42.55,-20.40
30-July-2021,2310.00,2310.00,2272.90,2277.90,2282.812622088655146506,13310,3146,30384236.00,7983,59.98,37.10,-32.10
29-July-2021,2300.00,2317.40,2290.00,2299.60,2305.792987753732595202,5961,901,13744832.00,2987,50.11,27.40,-0.40
28-July-2021,2317.70,2317.70,2273.55,2295.25,2286.943446910787501767,7073,1103,16175551.00,2917,41.24,44.15,-22.45
27-July-2021,2319.70,2325.00,2290.00,2299.60,2307.422567989892945009,15039,2920,34701328.00,6468,43.01,35.00,-20.10
26-July-2021,2310.00,2330.90,2295.70,2321.65,2316.924322095061346530,9699,1335,22471849.00,3546,36.56,35.20,11.65
23-July-2021,2316.00,2327.10,2301.65,2306.25,2314.019992649761117236,13605,1452,31482242.00,3794,27.89,25.45,-9.75
22-July-2021,2335.00,2335.00,2289.00,2309.55,2315.967998419675045681,20249,2175,46896036.00,6503,32.12,46.00,-25.45
20-July-2021,2267.65,2325.60,2250.00,2311.95,2290.576150901111214866,32127,3103,73589340.00,8085,25.17,75.60,44.30
19-July-2021,2255.00,2268.90,2233.15,2258.10,2246.889827784156142365,87100,2904,195704104.00,73055,83.87,35.75,3.10
16-July-2021,2248.55,2269.00,2240.40,2245.10,2251.769009377030916349,10771,1341,24253804.00,4186,38.86,28.60,-3.45
15-July-2021,2249.00,2262.95,2242.60,2248.55,2248.295673433101200177,13498,2324,30347495.00,5556,41.16,20.35,-0.45
14-July-2021,2250.00,2271.35,2238.20,2252.50,2253.956379854236919395,55158,2973,124323726.00,36413,66.02,33.15,2.50
13-July-2021,2295.00,2295.00,2239.00,2248.85,2252.337580342415107218,17581,3316,39598347.00,8207,46.68,56.00,-46.15
12-July-2021,2291.30,2297.95,2262.00,2269.75,2277.968511346773317890,82887,1522,188813976.00,70574,85.14,35.95,-21.55
9-July-2021,2270.00,2293.15,2268.10,2277.30,2281.493875873407316070,12165,1411,27754373.00,3307,27.18,25.05,7.30
8-July-2021,2294.00,2301.25,2262.20,2283.15,2284.505601965601965601,20350,1941,46489689.00,3544,17.42,39.05,-10.85
7-July-2021,2235.00,2293.45,2229.25,2275.75,2270.343002204826344640,49437,2942,112238947.00,4227,8.55,64.20,40.75
6-July-2021,2271.00,2279.10,2222.00,2231.00,2245.378296112489660876,30225,4934,67866559.00,11750,38.88,57.10,-40.00
5-July-2021,2197.00,2282.45,2185.00,2267.50,2258.561566124702426176,59229,5277,133772343.00,9238,15.60,97.45,70.50
2-July-2021,2182.00,2193.95,2165.95,2177.25,2178.239156626506024096,29880,2917,65085786.00,10595,35.46,28.00,-4.75
1-July-2021,2170.00,2181.90,2160.00,2169.30,2172.395028180354267310,9936,1189,21584917.00,3038,30.58,21.90,-0.70
30-June-2021,2164.90,2185.35,2148.45,2153.85,2169.048824006488240064,12330,1698,26744372.00,3347,27.15,36.90,-11.05
29-June-2021,2155.20,2185.70,2149.15,2161.45,2167.747533931617592523,13483,1428,29227740.00,4163,30.88,36.55,6.25
28-June-2021,2141.00,2178.35,2137.00,2155.20,2160.609824986130024713,19827,1629,42838411.00,4167,21.02,41.35,14.20
25-June-2021,2160.00,2165.20,2125.30,2134.15,2141.738892365456821026,12784,1402,27379990.00,4171,32.63,39.90,-25.85
24-June-2021,2134.00,2159.60,2130.05,2155.50,2144.770811507776613748,12409,1662,26614461.00,5751,46.35,29.55,21.50
23-June-2021,2156.00,2156.00,2127.00,2133.75,2147.601190600716405975,430203,1798,923904475.00,421013,97.86,29.00,-22.25
22-June-2021,2155.00,2173.15,2143.05,2146.65,2157.151677730290079112,21994,1920,47444394.00,5970,27.14,30.10,-8.35
21-June-2021,2115.00,2155.00,2102.20,2149.75,2136.280190860347287126,20329,3117,43428440.00,8532,41.97,52.80,34.75
18-June-2021,2150.00,2155.90,2094.45,2126.00,2126.494063565513882123,32848,4818,69851077.00,12352,37.60,61.45,-24.00
17-June-2021,2125.00,2159.80,2119.00,2127.80,2142.813874682313074581,31871,3717,68293621.00,9375,29.42,40.80,2.80
16-June-2021,2147.00,2148.95,2121.80,2131.65,2137.369108561341571050,16995,2450,36324588.00,6837,40.23,27.15,-15.35
15-June-2021,2132.00,2150.90,2120.45,2137.45,2115.880594992582113477,435434,2109,921326351.00,421435,96.78,30.45,5.45
14-June-2021,2117.00,2117.05,2083.45,2114.80,2105.186114833522317286,19402,1999,40844821.00,7656,39.46,33.60,-2.20
11-June-2021,2159.00,2159.00,2105.50,2116.55,2124.189098543927578120,36674,4358,77902511.00,13096,35.71,53.50,-42.45
10-June-2021,2085.00,2142.35,2072.05,2132.75,2123.141633569331721637,57910,5852,122951132.00,20938,36.16,70.30,47.75
9-June-2021,2085.00,2095.00,2071.00,2076.35,2083.772530251038468484,11074,1307,23075697.00,3415,30.84,24.00,-8.65
