Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-August-2021,115.95,116.20,114.40,115.45,115.255165325885596388,1946005,7787,224287128.00,427679,21.98,1.80,-0.50
25-August-2021,113.45,117.15,113.40,115.65,115.997179081308218126,1243921,5013,144291327.00,286589,23.04,3.75,2.20
24-August-2021,112.70,115.20,112.15,113.15,113.298359093867849096,2663894,8416,301814819.00,183303,6.88,3.05,0.45
23-August-2021,109.80,112.00,108.55,111.60,109.797158783015730176,3268177,13519,358836549.00,332896,10.19,3.45,1.80
20-August-2021,111.70,111.75,108.50,110.30,110.182292066020445264,808598,5735,89093181.00,158030,19.54,3.25,-1.40
18-August-2021,113.85,115.30,112.80,113.10,114.222340731445899667,573795,6773,65540208.00,205676,35.84,2.50,-0.75
17-August-2021,116.40,116.40,112.75,113.85,114.306927761602052184,854504,4117,97675727.00,158753,18.58,3.65,-2.55
16-August-2021,117.00,118.35,114.70,115.45,116.035329126247239296,1904406,9197,220978377.00,413859,21.73,3.65,-1.55
13-August-2021,117.40,117.40,115.35,116.10,115.994050424878651599,784930,2983,91047210.00,150246,19.14,2.05,-1.30
12-August-2021,116.40,117.85,115.35,116.15,116.690656389418777172,1547496,6703,180578324.00,394355,25.48,2.50,-0.25
11-August-2021,115.35,117.20,114.80,117.00,116.209727393316810236,819459,7354,95229107.00,563132,68.72,2.40,1.65
10-August-2021,115.10,115.70,113.85,114.85,114.920368385136797436,898299,6359,103232852.00,413783,46.06,1.85,-0.25
9-August-2021,116.40,116.95,114.30,115.05,115.562739540888368903,396592,2594,45831258.00,76748,19.35,2.65,-1.35
6-August-2021,116.00,118.20,116.00,116.60,117.030880939857246545,340307,2374,39826428.00,70181,20.62,2.20,0.60
5-August-2021,116.00,117.25,114.70,116.80,115.929001836453355546,410574,2846,47597434.00,127341,31.02,2.55,0.80
4-August-2021,117.80,118.45,116.65,117.30,117.347979426503193442,377962,2493,44353077.00,139085,36.80,1.80,-0.50
3-August-2021,116.00,118.10,115.15,117.80,116.877681457614745295,950649,12530,111109651.00,539662,56.77,2.95,1.80
2-August-2021,115.25,117.45,114.90,117.15,116.568196986820677564,449492,3825,52396472.00,145196,32.30,2.55,1.90
30-July-2021,115.00,116.30,113.80,115.25,115.478630443540908028,1159149,4003,133856939.00,145729,12.57,2.50,0.25
29-July-2021,114.60,115.80,113.30,114.75,114.627855111971826642,810695,6261,92928229.00,298514,36.82,2.50,0.15
28-July-2021,115.00,115.15,113.45,114.40,114.469761126732021176,986925,3392,112973069.00,155372,15.74,1.70,-0.60
27-July-2021,115.00,115.85,114.05,114.60,114.973669269592556982,350503,2197,40298616.00,90922,25.94,1.80,-0.40
26-July-2021,115.40,115.60,114.00,114.45,114.577243159643546818,1045523,2604,119793143.00,132556,12.68,1.60,-0.95
23-July-2021,116.50,116.70,114.80,115.20,115.278868896430197916,1293321,4345,149092582.00,499016,38.58,1.90,-1.30
22-July-2021,114.30,115.80,113.90,115.50,114.778361319282341516,956611,8998,109798243.00,367830,38.45,1.90,1.20
20-July-2021,112.15,113.30,111.55,112.65,112.488561520850310258,1417365,4847,159437350.00,300467,21.20,1.75,0.50
19-July-2021,115.05,116.50,114.20,114.60,116.180229685381993422,1671678,4357,194215934.00,1209907,72.38,2.30,-0.45
16-July-2021,117.50,117.50,115.75,116.70,116.656009005555057059,612955,3994,71504884.00,133742,21.82,1.75,-0.80
15-July-2021,119.90,119.90,116.25,116.85,117.225181749000178105,1235220,8032,144798889.00,462527,37.44,3.65,-3.05
14-July-2021,120.60,121.75,119.95,120.65,121.146148299132580541,479814,3748,58127618.00,152984,31.88,1.80,0.05
13-July-2021,119.30,120.75,118.75,120.25,119.761751972448632451,429162,3399,51397193.00,211631,49.31,2.00,0.95
12-July-2021,118.55,119.35,118.00,118.50,118.174638530507030435,1618463,6458,191261280.00,1348611,83.33,1.35,-0.05
9-July-2021,116.85,118.65,116.65,117.90,117.838740207292212781,803021,7015,94626983.00,271930,33.86,2.00,1.05
8-July-2021,119.85,119.85,116.85,117.05,118.180128561375598433,1689621,11398,199679627.00,976913,57.82,3.00,-2.80
7-July-2021,120.15,120.30,117.75,119.95,118.885369956048922227,1256852,11287,149421315.00,332589,26.46,2.55,-0.20
6-July-2021,122.65,125.00,121.05,121.50,122.999819346025664676,2878431,22841,354046493.00,1439706,50.02,3.95,-1.15
5-July-2021,118.70,121.45,118.70,120.95,119.817711896996908508,2002270,20638,239907410.00,1123498,56.11,2.75,2.25
2-July-2021,119.80,120.85,118.00,118.40,119.510897374923713862,1440301,10062,172131665.00,429576,29.83,2.85,-1.40
1-July-2021,118.00,119.65,117.35,118.90,118.192869516895143878,1364031,11132,161218738.00,656879,48.16,2.30,0.90
30-June-2021,120.05,120.95,117.05,117.70,119.522589514759039392,2132693,24480,254904990.00,994132,46.61,3.90,-2.35
29-June-2021,122.80,122.80,119.15,119.45,120.365016142526446539,974135,7180,117251775.00,375317,38.53,3.65,-3.35
28-June-2021,122.80,124.50,121.90,122.35,123.190463866481494306,1646034,11253,202775692.00,308847,18.76,2.60,-0.45
25-June-2021,123.40,124.90,120.40,120.90,122.473920676730728464,3547408,24496,434464966.00,880686,24.83,4.50,-2.50
24-June-2021,124.25,124.60,121.40,122.05,122.637286004490085540,1891278,15551,231941201.00,977594,51.69,3.20,-2.20
23-June-2021,123.75,124.40,121.80,123.45,122.595907772957268241,1020178,9926,125069648.00,306784,30.07,2.60,-0.30
22-June-2021,122.30,124.15,121.50,122.10,123.209567436669959524,1623716,15995,200057346.00,659903,40.64,2.65,-0.20
21-June-2021,119.00,121.95,119.00,120.95,120.636999181884479126,1080532,9814,130352138.00,254000,23.51,2.95,1.95
18-June-2021,124.90,124.90,118.95,120.35,120.858808364219037556,2151211,12581,259992798.00,648267,30.13,5.95,-4.55
17-June-2021,126.25,127.00,123.50,125.00,125.261486874720687061,720518,5570,90253156.00,181113,25.14,3.50,-1.25
16-June-2021,127.00,128.20,126.05,126.65,127.158828214596865927,2140665,15536,272204453.00,686024,32.05,2.15,-0.35
