Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-August-2021,462.40,471.25,458.70,466.80,466.063957636475602180,368619,6283,171800030.00,127142,34.49,12.55,4.40
25-August-2021,458.90,464.20,457.25,460.60,460.797178294311839850,355317,6724,163729071.00,126832,35.70,6.95,1.70
24-August-2021,452.00,459.00,452.00,456.40,456.606882822372634895,288835,6014,131884049.00,117557,40.70,7.00,4.40
23-August-2021,457.00,460.20,448.10,451.70,453.752674208510394137,853991,9779,387500700.00,649090,76.01,12.10,-5.30
20-August-2021,462.00,465.90,453.00,455.55,458.900822472225283257,299463,6239,137423817.00,136743,45.66,12.90,-6.45
18-August-2021,467.00,468.00,461.15,463.45,463.574081110605988641,294758,7207,136642169.00,121073,41.08,6.85,-3.55
17-August-2021,465.00,469.80,461.20,465.00,466.007676045703931142,317872,6454,148130792.00,106989,33.66,8.60,0.00
16-August-2021,458.60,467.35,455.20,463.95,462.110719520802041296,442072,8412,204286210.00,168705,38.16,12.15,5.35
13-August-2021,448.00,458.80,448.00,454.75,454.589883667248384994,610834,12480,277678957.00,224142,36.69,10.80,6.75
12-August-2021,453.00,455.30,442.20,448.20,448.949915114723737009,388760,5955,174533769.00,103684,26.67,13.10,-4.80
11-August-2021,445.00,451.60,440.75,449.90,447.213349193761564895,226980,4323,101508486.00,54679,24.09,10.85,4.90
10-August-2021,453.00,454.90,442.80,444.60,447.590409651155013164,328914,9521,147218752.00,171175,52.04,12.10,-8.40
9-August-2021,456.05,459.00,450.65,452.50,453.828826723985753299,192606,4685,87410155.00,95762,49.72,8.35,-3.55
6-August-2021,452.10,462.85,452.10,455.80,458.853821184108390374,311762,6403,143053185.00,131992,42.34,10.75,3.70
5-August-2021,456.70,458.60,451.25,453.60,453.781733194524988995,286246,4914,129893206.00,88612,30.96,7.35,-3.10
4-August-2021,463.00,465.00,456.15,457.20,460.325262383276057927,139967,2546,64430346.00,62002,44.30,8.85,-5.80
3-August-2021,460.00,464.85,456.55,463.25,460.551947875956050150,368966,8224,169928010.00,227759,61.73,8.30,3.25
2-August-2021,447.10,459.45,446.50,457.85,453.704749888964268457,409778,7806,185918225.00,236731,57.77,12.95,10.75
30-July-2021,449.80,454.10,445.00,445.65,448.234847643519919121,261131,4604,117048014.00,99760,38.20,9.10,-4.15
29-July-2021,452.20,454.20,448.55,449.00,450.461748621722279820,224737,3602,101235422.00,111888,49.79,5.65,-3.20
28-July-2021,454.75,455.30,450.40,453.30,452.751711023430759049,119373,2405,54046330.00,41534,34.79,4.90,-1.45
27-July-2021,457.50,460.30,452.50,453.30,456.990529954695423374,266419,3374,121750960.00,56897,21.36,7.80,-4.20
