Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-August-2021,5105.00,5219.45,5052.95,5131.30,5140.537921348314606741,32752,5436,168362898.00,8864,27.06,166.50,26.30
25-August-2021,5030.00,5134.00,4961.65,5090.05,5082.443446127092239692,13801,3502,70142802.00,3665,26.56,172.35,60.05
24-August-2021,5062.00,5142.05,4963.30,4981.05,5035.348655481498506090,21755,3938,109544010.00,4536,20.85,178.75,-80.95
23-August-2021,4921.55,5104.00,4921.55,5055.85,5014.480495671363096248,29455,5416,147701523.00,9401,31.92,182.45,134.30
20-August-2021,4943.00,5094.00,4885.00,4921.55,4995.425080034356211446,12807,3049,63976409.00,2417,18.87,209.00,-21.45
18-August-2021,4989.95,5049.00,4911.00,4964.85,5004.040559077596114633,26973,4864,134973986.00,8438,31.28,138.00,-25.10
17-August-2021,4795.00,4973.65,4760.20,4961.40,4908.654992724934862788,29553,4695,145065481.00,5048,17.08,213.45,166.40
16-August-2021,4863.00,4872.50,4765.20,4773.40,4819.295090373029098833,7801,1404,37595321.00,1694,21.72,107.30,-89.60
13-August-2021,4880.00,4912.00,4853.75,4861.50,4884.540365448504983388,12040,2254,58809866.00,6663,55.34,58.25,-18.50
12-August-2021,4764.05,4912.00,4761.75,4879.45,4865.442086160643837778,25348,3296,123329226.00,8136,32.10,150.25,115.40
11-August-2021,4838.65,4838.65,4680.00,4753.25,4739.804157005631003643,12076,1948,57237875.00,1164,9.64,158.65,-85.40
10-August-2021,4750.00,4828.95,4725.00,4788.85,4783.592904964785670811,11501,2533,55016102.00,4565,39.69,103.95,38.85
9-August-2021,4791.25,4850.00,4728.95,4750.30,4778.797255459794159484,11951,2789,57111406.00,4205,35.19,121.05,-40.95
6-August-2021,4750.00,4784.15,4675.30,4766.55,4743.164926500892979804,14558,2604,69050995.00,4518,31.03,108.85,16.55
5-August-2021,4700.00,4865.00,4677.30,4707.40,4760.518322409840829109,30973,4700,147447534.00,5393,17.41,187.70,7.40
4-August-2021,4726.80,4755.55,4650.00,4694.15,4697.868756807219542554,12854,2110,60386405.00,2436,18.95,105.55,-32.65
3-August-2021,4719.00,4729.60,4661.20,4720.20,4700.395650161962054604,8644,1647,40630220.00,1577,18.24,68.40,1.20
2-August-2021,4700.05,4774.95,4686.00,4700.65,4718.264018033248802479,17745,3233,83725595.00,7460,42.04,88.95,0.60
30-July-2021,4653.00,4726.00,4570.75,4684.80,4678.109590469487239644,38361,6140,179456962.00,13005,33.90,155.25,31.80
29-July-2021,4390.00,4658.15,4369.00,4640.25,4556.721332958906674155,64098,7612,292076724.00,13695,21.37,289.15,250.25
28-July-2021,4350.00,4381.30,4264.75,4348.60,4317.867470682302771855,15008,2900,64802555.00,4581,30.52,116.55,-1.40
27-July-2021,4352.10,4396.40,4281.00,4351.20,4347.563473589973142345,5585,1159,24281142.00,1555,27.84,115.40,-0.90
26-July-2021,4361.80,4399.00,4314.10,4348.95,4364.291872529644268774,8096,2157,35333307.00,3204,39.58,84.90,-12.85
23-July-2021,4406.00,4425.70,4344.85,4361.80,4387.194106925880923450,9876,1804,43327929.00,2772,28.07,80.85,-44.20
22-July-2021,4410.00,4425.55,4365.00,4399.90,4405.759802727715538236,16424,3332,72360199.00,7236,44.06,60.55,-10.10
20-July-2021,4381.30,4460.30,4317.90,4360.00,4379.201667114815810701,33471,5475,146576259.00,8338,24.91,142.40,-21.30
19-July-2021,4280.00,4465.00,4218.25,4381.30,4361.859387194681312328,69190,6702,301797051.00,6856,9.91,246.75,101.30
