Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-June-2021,1048.80,1052.35,1040.90,1048.70,1047.648782501031778786,7269,1065,7615359.00,3487,47.97,11.45,-0.10
2-June-2021,1042.80,1046.75,1031.00,1036.50,1038.550712719298245614,7296,948,7577266.00,2561,35.10,15.75,-6.30
1-June-2021,1050.00,1069.15,1026.00,1031.00,1046.130424546810013340,25486,2327,26661680.00,5922,23.24,43.15,-19.00
31-May-2021,1025.50,1029.65,1011.00,1020.15,1019.320236118797269876,5421,814,5525735.00,2169,40.01,18.65,-5.35
28-May-2021,1034.20,1039.00,1025.25,1029.00,1029.413875047911077041,13045,1949,13428704.00,9112,69.85,13.75,-5.20
27-May-2021,1035.60,1039.00,1025.00,1034.20,1031.179676295841016185,4881,634,5033188.00,2778,56.91,14.00,-1.40
26-May-2021,1034.00,1046.00,1018.25,1035.60,1029.827467605183170692,12502,1115,12874903.00,3666,29.32,27.75,1.60
25-May-2021,1015.00,1035.00,1015.00,1026.75,1027.897095875878530698,15082,1437,15502744.00,6083,40.33,20.00,11.75
24-May-2021,1025.00,1032.40,1012.20,1014.50,1020.447911014650027129,14744,2053,15045484.00,6793,46.07,20.20,-10.50
21-May-2021,1015.00,1030.00,1012.60,1025.75,1023.707003694994961370,23816,3126,24380606.00,14897,62.55,17.40,10.75
20-May-2021,1001.40,1032.00,1001.40,1012.60,1017.953654768680380518,12299,1038,12519812.00,4335,35.25,30.60,11.20
19-May-2021,1005.05,1021.95,1005.00,1013.90,1015.007862068965517241,7250,955,7358807.00,3057,42.17,16.95,8.85
18-May-2021,1006.00,1020.15,1004.25,1007.95,1009.168119948957890259,18808,2515,18980434.00,10399,55.29,15.90,1.95
17-May-2021,988.95,1005.50,988.95,1001.95,998.549755664149266992,4502,661,4495471.00,2041,45.34,16.55,13.00
14-May-2021,1001.00,1013.70,978.80,983.20,994.778578874218207088,23024,2037,22903782.00,7628,33.13,34.90,-17.80
12-May-2021,1010.00,1032.00,995.95,1007.85,1014.990995009026229160,47085,3971,47790851.00,19212,40.80,36.05,-2.15
11-May-2021,965.00,1007.50,960.00,1000.60,988.368070836340591828,56807,4970,56146225.00,26762,47.11,47.50,35.60
10-May-2021,960.00,976.30,960.00,968.60,968.498861336032388663,7904,973,7655015.00,3086,39.04,16.30,8.60
7-May-2021,960.75,964.60,951.50,959.95,959.049079372978352824,16076,1653,15417673.00,7562,47.04,13.10,-0.80
6-May-2021,974.80,974.80,956.05,957.85,961.085419576662726979,9307,1298,8944822.00,4044,43.45,18.75,-16.95
5-May-2021,984.90,984.90,964.00,968.60,969.630442736919136480,19131,1759,18550000.00,4595,24.02,20.90,-16.30
4-May-2021,955.20,977.00,949.00,953.70,963.781892057651027292,13044,979,12571571.00,3627,27.81,28.00,-1.50
3-May-2021,957.15,957.15,942.50,952.55,948.132357334926800119,6694,647,6346798.00,1951,29.15,14.65,-4.60
30-April-2021,945.00,959.50,943.15,956.30,953.096331974805483512,18893,1685,18006849.00,8327,44.07,16.35,11.30
29-April-2021,977.50,977.50,945.00,948.50,961.442940677166839573,21206,1366,20388359.00,5406,25.49,32.50,-29.00
28-April-2021,957.50,974.70,952.40,964.90,965.775156241041224700,34882,1268,33688169.00,4669,13.39,22.30,7.40
27-April-2021,950.00,958.05,948.55,949.90,951.651001613975125795,10533,1444,10023740.00,5701,54.13,9.50,-0.10
26-April-2021,956.60,966.80,951.70,954.50,955.832486050836949783,8065,834,7708789.00,2643,32.77,15.10,-2.10
23-April-2021,949.60,964.00,945.00,956.60,956.165245797147637638,12551,1331,12000830.00,6014,47.92,19.00,7.00
22-April-2021,935.00,993.25,935.00,960.55,946.566184701492537313,21440,1782,20294379.00,7866,36.69,58.25,25.55
20-April-2021,944.10,1005.00,943.00,968.60,953.803214451750016603,15057,908,14361415.00,4578,30.40,62.00,24.50
19-April-2021,935.00,951.55,925.00,940.10,937.230833217801192291,21639,2405,20280738.00,10778,49.81,26.55,5.10
16-April-2021,961.00,981.45,961.00,966.20,971.036683904330963154,12376,781,12017550.00,1822,14.72,20.45,5.20
15-April-2021,982.90,982.90,948.00,965.90,958.646300337234675659,10082,1047,9665072.00,2981,29.57,34.90,-17.00
13-April-2021,945.00,974.95,945.00,970.65,963.252537998279323200,17435,828,16794308.00,3439,19.72,29.95,25.65
12-April-2021,982.00,990.40,931.50,954.40,965.880687541974479516,47648,4596,46022283.00,21586,45.30,58.90,-27.60
9-April-2021,1010.00,1024.00,998.15,1001.20,1011.807812833843743323,28082,1997,28413587.00,7284,25.94,25.85,-8.80
8-April-2021,1015.00,1020.30,1007.00,1010.65,1013.472987255206714330,16085,637,16301713.00,2856,17.76,13.30,-4.35
7-April-2021,1007.00,1019.90,1003.35,1005.35,1011.294802612894064186,14084,783,14243076.00,3360,23.86,16.55,-1.65
6-April-2021,1012.60,1014.45,997.00,1000.05,1002.465938250144855558,12081,737,12110791.00,2815,23.30,17.45,-12.55
5-April-2021,1030.20,1039.15,993.00,999.85,1005.427001030573686018,23288,1326,23414384.00,6554,28.14,46.15,-30.35
1-April-2021,1015.00,1051.30,1014.95,1034.25,1033.616267942583732057,28215,1789,29163483.00,5237,18.56,36.35,19.25
31-March-2021,1005.00,1005.00,985.35,994.85,993.941101641012593817,7861,766,7813371.00,2827,35.96,19.65,-10.15
30-March-2021,990.00,1004.85,990.00,1000.00,999.009839990656388694,34248,2161,34214089.00,8572,25.03,14.85,10.00
26-March-2021,990.00,1005.20,980.30,987.00,993.848651330295457886,54424,2331,54089219.00,7744,14.23,24.90,-3.00
25-March-2021,997.05,1007.35,973.50,983.40,985.191278591410235313,30385,1821,29935037.00,6296,20.72,33.85,-13.65
24-March-2021,1010.00,1028.15,1000.00,1002.35,1016.973531466005154018,83042,1927,84451516.00,6048,7.28,28.15,-7.65
23-March-2021,1030.05,1054.10,1012.00,1020.70,1031.462100878228940757,93142,3105,96072443.00,10770,11.56,42.10,-9.35
22-March-2021,1025.00,1056.00,1021.00,1038.25,1041.655721735824849428,84179,1738,87685537.00,5577,6.63,35.00,13.25
19-March-2021,1016.00,1054.00,983.00,1031.70,1006.498913323755847791,108588,5823,109293704.00,21304,19.62,71.00,15.70
18-March-2021,1059.95,1059.95,1025.05,1031.00,1038.507059031147974940,22666,1421,23538801.00,4100,18.09,34.90,-28.95
17-March-2021,1054.00,1061.60,1035.00,1044.40,1045.792941041325636828,34821,2922,36415556.00,10767,30.92,26.60,-9.60
16-March-2021,1016.25,1078.00,1016.25,1071.50,1042.752117729377261020,134342,4543,140085405.00,30203,22.48,61.75,55.25
15-March-2021,1060.05,1064.50,1012.00,1016.20,1032.884269290575849499,156916,3090,162076068.00,10885,6.94,52.50,-43.85
12-March-2021,1069.40,1083.05,1057.65,1060.60,1073.417278595984639144,338002,4569,362817187.00,21304,6.30,25.40,-8.80
10-March-2021,1062.00,1079.50,1060.15,1069.40,1073.514051152510262077,53839,1163,57796923.00,3562,6.62,19.35,7.40
9-March-2021,1067.95,1088.10,1057.00,1064.55,1071.679071803852889667,18272,1329,19581720.00,5414,29.63,31.10,-3.40
8-March-2021,1056.00,1081.95,1056.00,1064.90,1069.708577827547592385,22325,2033,23881244.00,10294,46.11,25.95,8.90
5-March-2021,1085.00,1108.65,1048.05,1054.55,1074.768684970692991558,35657,3632,38323027.00,12727,35.69,60.60,-30.45
