Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-August-2021,3064.00,3083.25,3025.90,3039.70,3051.041960108347697611,40610,4398,123902814.00,11115,27.37,57.35,-24.30
25-August-2021,3045.00,3069.00,3013.90,3038.95,3038.784667418263810597,26610,2324,80862060.00,7647,28.74,55.10,-6.05
24-August-2021,3080.00,3094.00,3035.70,3045.80,3045.476272263134366985,42503,3089,129441878.00,25497,59.99,58.30,-34.20
23-August-2021,3140.00,3164.80,3051.15,3073.70,3098.164723504794848433,129514,7491,401255706.00,91580,70.71,113.65,-66.30
20-August-2021,3002.10,3123.35,3002.10,3112.70,3073.698142735278621070,318856,26943,980067095.00,209122,65.58,121.25,110.60
18-August-2021,3050.00,3050.00,2993.20,3003.40,3016.492323481116584564,24360,2286,73481753.00,7718,31.68,56.80,-46.60
17-August-2021,2975.00,3044.30,2975.00,3013.55,3016.332013952165661654,172303,12422,519723055.00,119814,69.54,69.30,38.55
16-August-2021,2984.90,2984.90,2960.00,2972.30,2972.234513560748268496,15449,1798,45918051.00,6215,40.23,24.90,-12.60
13-August-2021,2980.00,3001.00,2975.05,2988.40,2992.271315649701627768,32007,4378,95773628.00,16948,52.95,25.95,8.40
12-August-2021,2972.60,2984.70,2958.85,2975.75,2972.087426326129666011,16288,1628,48409360.00,5504,33.79,25.85,3.15
11-August-2021,2985.00,3000.00,2954.50,2972.05,2974.871960959672458268,193441,4363,575462207.00,88789,45.90,45.50,-12.95
10-August-2021,2995.00,3007.55,2960.90,2976.35,2985.607127028332153653,151171,9143,451337215.00,112944,74.71,46.65,-18.65
9-August-2021,2988.00,3015.00,2972.00,2992.75,2994.868232974615953339,48692,5478,145826124.00,20899,42.92,43.00,4.75
6-August-2021,3000.00,3000.00,2962.00,2968.65,2974.649653549964160341,54409,7172,161847713.00,28757,52.85,38.00,-31.35
5-August-2021,3040.00,3040.00,2981.00,2989.00,2995.601639117823104194,21719,2703,65061472.00,13200,60.78,59.00,-51.00
4-August-2021,3030.00,3053.35,3012.75,3016.25,3023.911119199272065514,54950,5015,166163916.00,32125,58.46,40.60,-13.75
3-August-2021,3010.00,3064.95,2996.95,3027.30,3031.512712066677486801,104743,7066,317529736.00,49587,47.34,68.00,17.30
2-August-2021,2968.65,2987.95,2961.00,2970.90,2969.868598294074720962,83591,5931,248254286.00,63194,75.60,26.95,2.25
30-July-2021,3009.90,3009.90,2952.00,2958.55,2977.225342887964247187,25956,3028,77276861.00,14359,55.32,57.90,-51.35
29-July-2021,3010.10,3038.30,2991.00,2997.25,3010.484584947654768774,24262,2362,73040377.00,8174,33.69,47.30,-12.85
28-July-2021,3030.00,3033.35,2984.80,3002.90,3001.985485295973747317,95076,4455,285416772.00,60766,63.91,48.55,-27.10
27-July-2021,3084.00,3084.00,3021.20,3027.45,3043.311913424327393228,86306,6571,262656078.00,52181,60.46,62.80,-56.55
26-July-2021,3088.95,3117.25,3050.00,3063.30,3073.249475917460157098,79186,4547,243358333.00,50925,64.31,67.25,-25.65
23-July-2021,3115.00,3129.95,3078.45,3083.20,3097.058841922737997100,35179,2767,108951433.00,8860,25.19,51.50,-31.80
22-July-2021,3180.00,3180.00,3090.60,3104.45,3116.824975508557598109,173530,14769,540862638.00,90103,51.92,89.40,-75.55
20-July-2021,2992.00,3178.00,2981.70,3159.20,3078.874451534557618943,261867,20361,806255616.00,58736,22.43,196.30,167.20
19-July-2021,2989.75,2998.00,2965.40,2979.35,2987.172636928670276629,207389,5216,619506746.00,175654,84.70,32.60,-10.40
16-July-2021,2999.95,3009.50,2965.00,2992.65,2984.280401083043232467,33609,2911,100298680.00,8454,25.15,44.50,-7.30
15-July-2021,3002.55,3009.15,2973.00,2982.75,2984.682687284505276355,28713,4926,85699194.00,15276,53.20,36.15,-19.80
14-July-2021,3001.00,3009.00,2986.10,3002.00,2998.233438735177865612,12650,1248,37927653.00,3935,31.11,22.90,1.00
13-July-2021,3034.00,3034.00,2985.00,2993.10,2999.547583479789103690,22760,1728,68269703.00,10329,45.38,49.00,-40.90
12-July-2021,3023.00,3040.00,2991.60,2998.95,3010.236561264822134387,187220,2152,563576489.00,170811,91.24,48.40,-24.05
9-July-2021,3027.00,3036.05,3007.70,3010.45,3018.200249376558603491,12030,1335,36308949.00,3863,32.11,28.35,-16.55
8-July-2021,3044.00,3056.00,3018.90,3022.05,3025.167082371692040197,96623,3632,292300719.00,75957,78.61,37.10,-21.95
7-July-2021,3010.00,3060.00,3010.00,3039.55,3031.023294226787795137,88391,8670,267915180.00,48699,55.09,50.00,29.55
6-July-2021,3018.00,3027.35,2995.80,3003.80,3005.920895597231972720,39884,3856,119888149.00,23884,59.88,31.55,-14.20
5-July-2021,3015.00,3049.75,3007.75,3016.95,3026.111200321156162183,24910,2319,75380430.00,6398,25.68,42.00,1.95
2-July-2021,3030.00,3038.80,3001.00,3004.45,3014.132109539572675293,33230,3912,100159610.00,13345,40.16,37.80,-25.55
1-July-2021,3000.00,3026.75,2997.20,3023.30,3014.462864770662612629,26969,2310,81297049.00,6720,24.92,29.55,23.30
30-June-2021,3006.00,3029.70,2985.50,2990.85,3008.478276858418702390,19035,2002,57266384.00,3443,18.09,44.20,-15.15
29-June-2021,2983.00,3023.00,2974.20,3001.40,2997.506053770967825568,38571,2843,115616806.00,8886,23.04,48.80,18.40
28-June-2021,3029.90,3038.20,2975.70,2982.85,2979.562097224456578312,211346,3270,629718531.00,185755,87.89,62.50,-47.05
25-June-2021,3049.70,3053.65,2985.20,3003.25,3006.223147354893981580,37352,3284,112288447.00,11614,31.09,68.45,-46.45
24-June-2021,2989.00,3048.90,2975.60,3042.90,3015.579868616232252595,47190,5008,142305214.00,20840,44.16,73.30,53.90
23-June-2021,3037.40,3037.40,2984.05,2988.50,3009.826799410732566559,440547,5866,1325970167.00,403737,91.64,53.35,-48.90
22-June-2021,3080.00,3091.00,3003.40,3010.85,3039.474650536070881560,51579,6129,156773063.00,20508,39.76,87.60,-69.15
21-June-2021,3024.00,3078.60,3024.00,3069.55,3063.707240744012316079,39623,4799,121393272.00,14763,37.26,54.60,45.55
18-June-2021,3062.00,3075.50,3016.00,3049.65,3038.987468283329136725,51629,6365,156899884.00,22347,43.28,59.50,-12.35
17-June-2021,3005.00,3073.75,3001.50,3060.35,3054.038178087338516227,69202,6948,211345550.00,21580,31.18,72.25,55.35
16-June-2021,3030.00,3041.90,3006.60,3019.00,3024.278909682105918572,28909,2696,87428879.00,5821,20.14,35.30,-11.00
15-June-2021,2961.25,3048.95,2961.25,3041.85,2960.872542824596470866,465270,7402,1377605168.00,413990,88.98,87.70,80.60
14-June-2021,2961.95,2970.00,2916.55,2948.10,2939.918997337800245281,33431,4107,98284432.00,13002,38.89,53.45,-13.85
11-June-2021,2969.00,2969.95,2939.20,2957.10,2950.033284626885958950,58856,3396,173627159.00,40996,69.65,30.75,-11.90
10-June-2021,2947.00,2955.00,2921.00,2950.45,2941.079911684056835582,28081,3416,82588465.00,14325,51.01,34.00,3.45
